qid,Label,VarName
qid_cohortcyear10q34b,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Welsh (1st Language),SchAchvSubj07
qid_cohortcyear10q34c,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Welsh (2nd Language),SchAchvSubj08
qid_cohortcyear10q12a,How often do you read for fun?,HobFrq04
qid_cohortcyear10q34f,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Physics,SchAchvSubj06
qid_cohortcyear10q34g,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Science,SchAchvSubj03
qid_cohortcyear10q11c,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is doing activities (like going to the cinema, sporting events) for keeping in touch with your friends?",FrndActAtt01
qid_cohortcyear10q17c,"Please fill in the circles next to the subjects that you receive private tuition in : Humanities (Geography, History, etc.)",PrvtuSubj06
qid_cohortcyear10q18a,How much do you like art at school?,SchSubjAtt05
qid_cohortcyear10q23d,How often do you Watch Welsh TV or listen to Welsh radio outside of school?,CymActFrq03
qid_cohortcyear10q17b,Please fill in the circles next to the subjects that you receive private tuition in : Foreign Languages,PrvtuSubj05
qid_cohortcyear10q17e,Please fill in the circles next to the subjects that you receive private tuition in : Science,PrvtuSubj03
qid_cohortcyear10q23c,How often do you Read Welsh books or magazines outside of school?,CymActFrq01
qid_cohortcyear10q17d,Please fill in the circles next to the subjects that you receive private tuition in : Maths,PrvtuSubj02
qid_cohortcyear10q17f,Please fill in the circles next to the subjects that you receive private tuition in : Welsh,PrvtuSubj04
qid_cohortcyear10q17g,Please fill in the circles next to the subjects that you receive private tuition in : Other,PrvtuSubj07
qid_cohortcyear10q18b,How much do you like Design and Technology at school?,SchSubjAtt06
qid_cohortcyear10q23b,How often do you speak welsh with friends outside of school?,CymActFrq05
qid_cohortcyear10q23a,How often do you speak Welsh with family outside of school?,CymActFrq04
qid_cohortcyear10q23e,How often do you Visit Welsh websites outside of school?,CymActFrq02
qid_cohortcyear11q5,Where were you born?,NatBirth01
qid_cohortcyear11q6,Where was your mother born?,NatBirth03
qid_cohortcyear11q12,Are you thinking about applying for university?,AspPostSch19
qid_cohortcyear11q18,Have you been on a work experience placement through school?,AspAdvice16
qid_cohortcyear11q22,Do you receive free school meals?,Deprive01
qid_cohortcyear11q26,"In 2011, the European Union (EU) listed 10 problems facing the EU. These problems are listed below. Of these choices, which ONE do you think is the most important problem facing the EU today?",EngSoc07
qid_cohortcyear11q27,"Do you know anyone who is serving, or has previously served, in the armed forces?",Military01
qid_cohortcyear11q29d,How much do you agree with the following statement? We should not need charities because the government should help people.,PhilAtt04
qid_cohortcyear11q29f,"How much do you agree with the following statement? The more money people have, the more they should give some of their money to charity.",PhilAtt07
qid_cohortcyear11q32a,What was the last charity your school supported?,PhilAct03
qid_cohortcyear11q33a,Are you involved in any clubs at school?,SchAct07
qid_cohortcyear11q34b,"Please state how much you agree with the following statement. When I go out, my parents tell me I have to be home at a certain time.",Responsible06
qid_cohortcyear11q40a,Which of the following best describes your religious beliefs?,Relig01
qid_cohortcyear11q41,"Do you attend special events like baptisms, weddings and funerals that are associated with a religion?",Relig03
qid_cohortcyear11q42,"Apart from special events like baptisms, weddings and funerals, how often do you attend services or meetings associated with a religion?",Relig04
qid_cohortcyear11q29a,How much do you agree with the following statement? I would work for a charity.,PhilAtt06
qid_cohortcyear11q29b,How much do you agree with the following statement? Charities help people I know.,PhilAtt01
qid_cohortcyear11q29c,How much do you agree with the following statement? Charities play an important role in our country.,PhilAtt02
qid_cohortcyear11q29e,How much do you agree with the following statement? Charities should do more to help people in other countries.,PhilAtt03
qid_cohortcyear11q29g,How much do you agree with the following statement? Young people should give some of their time to charity.,PhilAtt05
qid_cohortcyear11q34a,"Please state how much you agree with the following statement. Out of school, I am free to choose what clothes I want to wear.",Responsible05
qid_cohortcyear11q34c,"Please state how much you agree with the following statement. When I have money, I am allowed to spend it however I want.",Money12
qid_cohortcyear11q39a,Please state how much you agree with the following statement. Eating little or no meat is better for the environment.,EthicsAtt02
qid_cohortcyear11q39b,Please state how much you agree with the following statement. Eating little or no meat is healthier.,EthicsAtt03
qid_cohortcyear11q39c,Please state how much you agree with the following statement. eating little or no meat is better for animal welfare.,EthicsAtt01
qid_cohortcyear11q16,Which ONE of the following choices below do teachers at your school most value?,SchStafAtt18
qid_cohortcyear11q35,What kind of a home do you live in?,Deprive04
qid_cohortcyear11q15a,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about school uniforms.""",SchAtt24
qid_cohortcyear11q15b,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about the school timetable.""",SchAtt26
qid_cohortcyear11q15c,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about teacher appointments.""",SchStafAtt21
qid_cohortcyear11q15d,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about the food served at lunch.""",SchAtt25
qid_cohortcyear11q15f,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about how the teachers teach pupils.""",SchStafAtt20
qid_cohortcyear11q17,How important is school for your chosen career?,SchAtt13
qid_cohortcyear11q15e,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about what I'm learning at school.""",SchLearnAtt16
qid_cohortcyear11q36a,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to use animals in medical research.",EthicsAtt08
qid_cohortcyear11q36b,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for sport?",EthicsAtt05
qid_cohortcyear11q36d,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for food?",EthicsAtt04
qid_cohortcyear11q36e,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals to stop the spread of disease?",EthicsAtt07
qid_cohortcyear11q36c,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals for their dur?",EthicsAtt06
qid_cohortcyear11q37a,Do you have pets at home?,AnimPet01
qid_cohortcyear11q25b,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the politics of Wales?",EngPol06
qid_cohortcyear11q25c,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the politics of the UK?",EngPol07
qid_cohortcyear11q25d,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in world politics?",EngPol08
qid_cohortcyear11q28b,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to members of the armed forces?",ProfAtt05
qid_cohortcyear11q9,Please indicate what you will be doing after Year 11.,AspPostSch04
qid_cohortcyear11q25a,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in local politics, such as your county/city/village?",EngPol05
qid_cohortcyear11q28c,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the police?",ProfAtt04
qid_cohortcyear11q28a,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to doctors.",ProfAtt02
qid_cohortcyear11q28d,"On a scale of 1-5, with 1 being ""not at all"", and 5 being ""a lot"", how much do you look up to teachers?",ProfAtt01
qid_cohortcyear11q28e,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to politicians?",ProfAtt06
qid_cohortcyear11q28f,"On a scale of 1-5, with 1 being ""not at all"", and 5 being ""a lot"", how much do you look up to nurses?",ProfAtt03
qid_cohortcyear11q30,"If you were to donate £10 to a charity, which ONE type of charity would you give it to?",PhilAct04
qid_cohortcyear11q20d,How confident are you when it comes to meeting new people?,WellConf03
qid_cohortcyear11q20e,"How confident are you when it comes to speaking to authority figures (e.g. head teacher, police, etc.)?",WellConf06
qid_cohortcyear11q4,What is the name of your school?,schnamestr
qid_cohortcyear11q20a,"How confident are you when it comes to interviews (e.g. for college, university or jobs)?",WellConf02
qid_cohortcyear11q37b,What kind of pets do you have?,AnimPet02
qid_cohortcyear11q21,"From the options below, which ONE is the MOST important to you in your life at the moment?",WellValue19
qid_cohortcyear11q2,What is your birthdate?,dobfull
qid_cohortcyear11q20f,"How confident are you when it comes to being in charge of something (e.g. class project, etc.)?",WellConf01
qid_cohortcyear11q3,What is your gender?,sex
qid_cohortcyear11q20b,"How confident are you when it comes to public speaking (e.g. presentations, etc.)?",WellConf05
qid_cohortcyear11q24f,How often do you go to a park with your family?,FamActFrq15
qid_cohortcyear11q10,"If you are staying on in education, or doing an apprenticeship, where will you be doing your course after Year 11?",AspPostSch05
qid_cohortcyear11q11,"If you are thinking about leaving full-time education, why might you leave at the end of Year 11?",AspPostSch18
qid_cohortcyear11q14,What subject(s) might you study while at university?,AspPostSch22
qid_cohortcyear11q31d,"Have you watched a TV programme that raised money for charity in the past year, month or week?",PhilAct07
qid_cohortcyear11q13,"If yes, to which universities might you apply?",AspPostSch21
qid_cohortdyear10q7a,How safe do you feel walking in your neighbourhood during the day?,NeighbAtt04
qid_cohortdyear10q7b,How safe do you feel walking in your neighbourhood at night?,NeighbAtt05
qid_cohortdyear10q13,Are you doing the Welsh Baccalaureate?,SchStdySubj61
qid_cohortdyear10q20a,How often do you work for an employer?,EmpActFrq01
qid_cohortdyear10q20b,How often do you do volunteer work?,PhilAct01
qid_cohortdyear10q20c,How often do you do chores at home?,FamActFrq28
qid_cohortdyear10q20d,"How often do you do occasional work for pocket money, including chores at home, work in a family business or farm, etc.?",Money04
qid_cohortdyear10q20f,How often do you spend time with your friends browsing the internet?,FrndActFrq05
qid_cohortdyear10q20g,How often do you spend time with your friends playing video games?,FrndActFrq06
qid_cohortdyear10q21,Do you go to bed at the same time each school night?,RoutnSleep04
qid_cohortdyear10q25a,How often do you go to school feeling tired?,RoutnSleep07
qid_cohortdyear10q25b,"how often do you wake up at night to message a friend, or check messages, on the computer, a tablet or your phone?",RoutnSleep05
qid_cohortdyear10q25c,How often do you eat breakfast before school starts?,RoutnFood04
qid_cohortdyear10q25d,How often do you skip lunch at school?,RoutnFood05
qid_cohortdyear10q28a,How do you feel about having friends of a different skin colour from you?,DiversAtt01
qid_cohortdyear10q28b,How do you feel about having friends from countries outside of the UK?,DiversAtt11
qid_cohortdyear10q28c,How do you feel about having friends from Northern Ireland.,DiversAtt10
qid_cohortdyear10q28d,How do you feel about having friends from Scotland?,DiversAtt09
qid_cohortdyear10q28e,How do you feel about having friends from England?,DiversAtt08
qid_cohortdyear10q28f,How do you feel about having friends of a different gender from you?,DiversAtt05
qid_cohortdyear10q28g,How do you feel about having friends of a different sexual orientation from you?,DiversAtt06
qid_cohortdyear10q33,What kind of job do you want when you’re an adult?,AspCareer03
qid_cohortdyear10q20e,"How often do you spend time with your friend and just ""hang out""?",FrndActFrq04
qid_cohortdyear10q23,Do you get up for school at the same time every school day?,RoutnSleep02
qid_cohortdyear10q34,If someone gave you £1 million today what would you do with it?,Money15
qid_cohortdyear10q22,About what time did you go to bed last night?,RoutnSleep03
qid_cohortdyear10q26c,How important do you think it is for Welsh to remain a living language?,CymAtt03
qid_cohortdyear10q15b,How often do you do the following? Play games on a computer or games console.,HobFrq01
qid_cohortdyear10q26a,How important do you think it is for you to learn Welsh?,CymAtt01
qid_cohortdyear10q26b,How important do you think it is for you to speak Welsh?,CymAtt02
qid_cohortdyear10q15e,How often do you do the following? use the internet for homework.,SchAct03
qid_cohortdyear10q4c,"How often do you do the following with your friends? Send them messages on the computer, tablet or phone.",FrndCom06
qid_cohortdyear10q15d,"How often do you do the following? Draw, paint or make things.",HobFrq08
qid_cohortdyear10q15c,How often do you do the following? Play sport or active games.,HobFrq02
qid_cohortdyear10q17e,"Do you receive private tuition for the following school subject? Humanities (Geography, History, etc.)",PrvtuSubj06
qid_cohortdyear10q17f,Do you receive private tuition for the following school subject? Foreign Languages.,PrvtuSubj05
qid_cohortdyear10q19,"How often do you discuss schoolwork with your friends through messaging (either on a computer, tablet or your phone)?",FrndCom04
qid_cohortdyear10q4b,How often do you do the following with your friends? Speak with them over the phone.,FrndCom02
qid_cohortdyear10q15a,How often do you do the following? Read for fun.,HobFrq04
qid_cohortdyear10q18,"Approximately how many messages do you send and receive (either on a computer, tablet or your phone) per day?",FrndCom01
qid_cohortdyear10q16b,"Do you take Sports (Rugby, horseback riding, martial arts, gymnastics, etc.) outside of school?",Hob06
qid_cohortdyear10q20h,"How often do you spend time doing activities outside of the home with the following family members: Parents, brothers and/or sisters?",FamActFrq01
qid_cohortdyear10q17a,Do you receive private tuition for the following school subject? English.,PrvtuSubj01
qid_cohortdyear10q17b,Do you receive private tuition for the following school subject? Science.,PrvtuSubj03
qid_cohortdyear10q16c,"Do you take Creative Arts (Painting, poetry, creative writing, sculpting, etc.) classes outside of school?",Hob01
qid_cohortdyear10q17c,Do you receive private tuition for the following school subject? Maths.,PrvtuSubj02
qid_cohortdyear10q2,About how many of your friends go to a different school from you? (Please enter a number),FrndDivers04
qid_cohortdyear10q9e,Please choose the best response from the options below: My school rewards pupils who receive good marks or make good progress.,SchStafAtt16
qid_cohortdyear10q16a,"Do you take Performing Arts (Singing, dancing, playing an instrument, etc.) classes outside of school?",Hob04
qid_cohortdyear10q24,About what time did you wake up to get ready for school this morning?,RoutnSleep01
qid_cohortdyear10q27e,How do you feel about the following part of your life? Your school overall.,WellSat05
qid_cohortdyear10q27f,How do you feel about the following part of your life? Your life as a whole.,WellSat04
qid_cohortdyear10q10m,How much do you like the following subjects at school? Religious Education.,SchSubjAtt13
qid_cohortdyear10q6d,Please choose the best response from the options below: My family knows about what my friends and I do when we're together.,FrndActAtt08
qid_cohortdyear10q12h,Please state how much you think the following activity helps you learn: working on projects that involve getting up out of your seat or going outside.,SchLearnAtt10
qid_cohortdyear10q16e,"Do you take ICT/Design (Computer programming, Graphic design, etc.) classes outside of school?",Hob02
qid_cohortdyear10q27a,How do you feel about the following part of your life? Your school work.,WellSat06
qid_cohortdyear10q27b,How do you feel about the following part of your life? The way you look.,WellSat01
qid_cohortdyear10q6a,Please choose the best response from the options below: I have better relationships with my friends than my family.,FrndAtt01
qid_cohortdyear10q9i,Please choose the best response from the options below: school helps increase my interest in the politics of Wales.,SchAtt21
qid_cohortdyear10q12g,Please state how much you think the following activity helps you learn: working on projects that involve a lot of class or group discussion.,SchLearnAtt09
qid_cohortdyear10q27c,How do you feel about the following part of your life? Your family.,WellSat02
qid_cohortdyear10q27d,How do you feel about the following part of your life? Your friends.,WellSat03
qid_cohortdyear10q9d,Please choose the best response from the options below: My views are listened to and taken seriously by the school staff.,SchStafAtt05
qid_cohortdyear10q14a,Please state if you agree or disagree with the following statement: I think the work I do in school now will help me achieve my future goals.,SchAtt14
qid_cohortdyear10q4a,How often do you do the following with your friends? Speak with them face to face.,FrndCom03
qid_cohortdyear10q6b,Please choose the best response from the options below: I have at least one good friend that I can really trust.,FrndAtt03
qid_cohortdyear10q14c,"Please state if you agree or disagree with the following statement: When I'm older, I will have good memories of attending this school.",SchAtt12
qid_cohortdyear10q10j,How much do you like the following subjects at school? Geography.,SchSubjAtt08
qid_cohortdyear10q12f,Please state how much you think the following activity helps you learn: working on projects without detailed instructions.,SchLearnAtt12
qid_cohortdyear10q14b,Please state if you agree or disagree with the following statement: The things I learn in school now help me in my day-to-day life.,SchLearnAtt13
qid_cohortdyear10q16d,"Do you take Languages (Welsh, Foreign languages, etc.) classes outside of school?",Hob03
qid_cohortdyear10q9c,Please choose the best response from the options below: The school staff set goals I can easily achieve.,SchStafAtt10
qid_cohortdyear10q9h,"Please choose the best response from the options below: school helps me develop my own sense of ""Welshness"".",SchAtt23
qid_cohortdyear10q31b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",AspLikely06
qid_cohortdyear10q31g,"When you are an adult, do you think you will volunteer some of your time to help others?",AspLikely09
qid_cohortdyear10q3,"Are your friends mostly boys, mostly girls, or a mixture of boys and girls?",FrndDivers01
qid_cohortdyear10q9b,Please choose the best response from the options below: The school staff have high expectations of me.,SchStafAtt08
qid_cohortdyear10q10d,How much do you like the following subjects at school? English.,SchSubjAtt01
qid_cohortdyear10q10e,How much do you like the following subjects at school?Science.,SchSubjAtt03
qid_cohortdyear10q10i,How much do you like the following subjects at school? History.,SchSubjAtt09
qid_cohortdyear10q12e,Please state how much you think the following activity helps you learn: working on projects with detailed instructions.,SchLearnAtt11
qid_cohortdyear10q9a,Please choose the best response from the options below: The school staff cares about how much I improve in my studies.,SchStafAtt11
qid_cohortdyear10q9g,Please choose the best response from the options below: school helps me appreciate living in Wales.,SchAtt22
qid_cohortdyear10q6c,"Please choose the best response from the options below: Overall, my family approves of my friends.",FrndAtt02
qid_cohortdyear10q9k,"Please choose the best response from the options below: overall, I feel I make a good effort in class.",SchAtt16
qid_cohortdyear10q10a,How much do you like the following subjects at school? Music.,SchSubjAtt11
qid_cohortdyear10q10f,How much do you like the following subjects at school? Maths.,SchSubjAtt02
qid_cohortdyear10q10k,How much do you like the following subjects at school? Foreign Languages.,SchSubjAtt07
qid_cohortdyear10q31e,"When you are an adult, do you think you will have graduated from university?",AspLikely04
qid_cohortdyear10q12a,Please state how much you think the following activity helps you learn: taking notes while the teacher talks.,SchLearnAtt05
qid_cohortdyear10q9l,Please choose the best response from the options below: I feel safe at school.,SchAtt19
qid_cohortdyear10q9f,Please choose the best response from the options below: The school staff make school fun.,SchStafAtt09
qid_cohortdyear10q30,"By the time you are 30 years old, which one of the following would you most like to have achieved?",AspAchv01
qid_cohortdyear10q31c,"When you are an adult, do you think you will live abroad?",AspLikely05
qid_cohortdyear10q31d,"When you are an adult, do you think you will have a family of your own?",AspLikely02
qid_cohortdyear10q31f,"When you are an adult, do you think you will be financially ""well-off""?",AspLikely01
qid_cohortdyear10q31i,"When you are an adult, do you think you will have a job that you will enjoy?",AspLikely03
qid_cohortdyear10q12c,Please state how much you think the following activity helps you learn: working with a partner.,SchLearnAtt07
qid_cohortdyear10q12d,Please state how much you think the following activity helps you learn: working individually.,SchLearnAtt06
qid_cohortdyear11q8,Approximately how many hours a week do you spend doing homework?,SchAct01
qid_cohortdyear11q10a,How often do you do the following outside school? Speak Welsh with friends and/or family.,CymActFrq05
qid_cohortdyear11q10b,How often do you do the following outside school? Read Welsh books or magazines?,CymActFrq01
qid_cohortdyear11q10c,How often do you do the following outside school? Watch Welsh TV or listen to Welsh radio?,CymActFrq03
qid_cohortdyear11q10d,How often do you do the following outside school? Surf Welsh websites.,CymActFrq02
qid_cohortdyear11q12,Please indicate what you will be doing after year 11.,AspPostSch04
qid_cohortdyear11q16,What would be your ideal job?,AspCareer04
qid_cohortdyear11q17,How likely do you think it is that you will get this job?,AspCareer06
qid_cohortdyear11q18,How much do you think you will earn in this job?,AspCareer05
qid_cohortdyear11q21,What is the one thing you spend most of your money on?,Money13
qid_cohortdyear11q22a,Do you go to bed at the same time every school night?,RoutnSleep04
qid_cohortdyear11q22b,Do you get up for school at the same time every school day?,RoutnSleep02
qid_cohortdyear11q24,About what time did you get up to get ready for school this morning?,RoutnSleep01
qid_cohortdyear11q26a,How often are you bullied at school?,BullySch01
qid_cohortdyear11q26c,How often are you bullied outside school?,Bully01
qid_cohortdyear11q26d,How often do you bully others outside school?,Bully03
qid_cohortdyear11q28a,To what extent do you agree with the following statement: My school deals effectively with pupils conflicts.,SchStafAtt14
qid_cohortdyear11q28b,To what extent do you agree with the following statement: My school deals effectively with bullying.,BullySch08
qid_cohortdyear11q28c,To what extent do you agree with the following statement: My school deals effectively with pupils’ poor behaviour.,SchStafAtt15
qid_cohortdyear11q9a,Please state to what extent you agree or disagree with the following statement: I am more confident speaking in Welsh than I was a year ago.,CymAtt11
qid_cohortdyear11q9b,Please state to what extent you agree or disagree with the following statement: I am more confident writing in Welsh than I was a year ago.,CymAtt12
qid_cohortdyear11q9c,Please state to what extent you agree or disagree with the following statement: I am more confident reading in Welsh than I was a year ago.,CymAtt10
qid_cohortdyear11q26b,How often do you bully others at school?,BullySch03
qid_cohortdyear11q19d,"How often do you do occasional work for pocket money (chores, work in family business, farm etc).",Money04
qid_cohortdyear11q25a,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your school work.",WellSat06
qid_cohortdyear11q25b,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? The way you look.",WellSat01
qid_cohortdyear11q25d,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your friends.",WellSat03
qid_cohortdyear11q25e,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your school overall.",WellSat05
qid_cohortdyear11q25c,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your family.",WellSat02
qid_cohortdyear11q25f,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your life as whole",WellSat04
qid_cohortdyear11q15f,To what extent have the following influenced your thoughts about what you will be doing next? Further education college staff?,AspCareer13
qid_cohortdyear11q19a,How often do you work for an employer?,EmpActFrq01
qid_cohortdyear11q15b,To what extent have the following influenced your thoughts about what you will be doing next? Brothers/sisters.,AspCareer09
qid_cohortdyear11q15e,To what extent have the following influenced your thoughts about what you will be doing next? Careers teachers.,AspCareer12
qid_cohortdyear11q19b,How often do you do voluntary work?,PhilAct01
qid_cohortdyear11q15h,To what extent has the following influenced your thoughts about what you will be doing next? An employment agency.,AspCareer15
qid_cohortdyear11q19c,How often do you do chores at home?,FamActFrq28
qid_cohortdyear11q15d,To what extent has the following influenced your thoughts about what you will be doing next? Teachers at school.,AspCareer11
qid_cohortdyear11q15g,"To what extent have the following influenced your thoughts about what you will be doing next? ""Careers Wales"".",AspCareer14
qid_cohortdyear11q20b,About how much money per week do you get from the following source? Paid employment.,Money06
qid_cohortdyear11q20c,About how much money per week do you get from the following source? Chores at home.,Money07
qid_cohortdyear11q20a,About how much money per week do you get from the following source? Pocket money.,Money05
qid_cohortdyear11q15c,To what extent has the following influenced your thoughts about what you will be doing next? Friends.,AspCareer10
qid_cohortdyear11q15a,To what extent has the following influenced your thoughts about what you will be doing next? Parents.,AspCareer08
qid_cohortdyear11q14c,What subject(s) would you like to study?,AspPostSch22
qid_cohortdyear11q14a,Are you thinking about applying for university?,AspPostSch19
qid_cohortdyear11q27g,How many days in a typical week are you bullied while using this app?,Bully11
qid_cohortdyear11q14b,"If you are, which one(s) are you considering applying to?",AspPostSch21
qid_cohortdyear11q27h,How many days in a typical week do you bully others using this app?,Bully12
qid_cohortdyear11q27f,How many days in a typical week do you use this app?,Bully10
qid_cohortdmoversq20,Are any of your jobs temporary?,EmpAct02
qid_cohortdmoversq38,Do you think the voting age in Wales should be lowered to 16?,EngPol02
qid_cohortdmoversq47g,When you are older do you think you will: speak Welsh.,AspLikely08
qid_cohortdmoversq47h,When you are older do you think you will: have a job that you will enjoy?,AspLikely03
qid_cohortdmoversq48,Do you have a career plan?,AspCareer02
qid_cohortdmoversq41,"If you have recently signed a petition, what was the issue?",EngSoc04
qid_cohortdmoversq42,What is the likelihood you will go to university in the next three years?,AspPostSch20
qid_cohortdmoversq44,"If you are not intending to apply for university next year, do you think you will apply for university at some point in the future?",AspPostSch23
qid_cohortdmoversq45,What subject would you like to study at university?,AspPostSch22
qid_cohortdmoversq47a,When you are older do you think you will: live in Wales?,AspLikely07
qid_cohortdmoversq47b,When you are older do you think you will: live in the same neighbourhood as you do now?,AspLikely06
qid_cohortdmoversq47d,When you are older do you think you will: have a family of your own?,AspLikely02
qid_cohortdmoversq32,Please tell us about one incident in the past year that has made you sad.,WellFeel29
qid_cohortdmoversq14,What is the best thing about living in Wales?,CymAtt17
qid_cohortdmoversq3,Are you male or female?,sex
qid_cohortdmoversq31,Please tell us about one incident in the past year that has made you happy.,WellFeel28
qid_cohortdmoversq36a,Is there one particular topical issue that you feel strongly about?,EngSoc05
qid_cohortdmoversq47f,When you are older do you think you will: volunteer some of your time to help others?,AspLikely09
qid_cohortdmoversq9,About what time did you go to bed last night?,RoutnSleep03
qid_cohortdmoversq17,"On average, how many hours a week do you do paid work?",EmpAct04
qid_cohortdmoversq10,About what time did you wake up this morning?,RoutnSleep01
qid_cohortdmoversq26,Which courses and qualifications are you doing this year? (please list them here),SchStdySubj01
qid_cohortdmoversq18,Please list the job(s) that you have below:,EmpAct01
qid_cohortdmoversq24,If you could change anything about your last year of school what would it be?,SchAtt18
qid_cohortdmoversq15,What is the worst thing about living in Wales?,CymAtt18
qid_cohortdmoversq33,Do you think you are well informed about current affairs?,EngSoc01
qid_cohortdmoversq35,Politics affects my life:,EngPol09
qid_cohortdmoversq47e,"When you are older do you think you will: be financially ""well-off?""",AspLikely01
qid_cohortdmoversq21,Do you think you will still be doing the same type of job in five years’ time?,AspCareer07
qid_cohortdmoversq13,Have you lived in Wales all of your life?,CymAtt16
qid_cohortdmoversq43,"If you answered over 0% for the last question, what university would you most like to go to?",AspPostSch21
qid_cohortdmoversq25a,Please indicate the most relevant response to this statement: I am resitting or planning to re-sit some of my GCSE courses.,SchAchv04
qid_cohortdmoversq23,"Thinking about your GCSE results, please indicate how pleased or disappointed you were:",SchAchv03
qid_cohortdmoversq25b,Please indicate the most relevant response to this statement: I wish I'd worked harder for my GCSEs.,SchAchv22
qid_cohortdmoversq25c,Please indicate the most relevant response to this statement: I wish I hadn't worked as hard for my GCSEs.,SchAchv05
qid_cohortdmoversq46,What job would you like in the future?,AspCareer03
qid_cohortdmoversq19,Do any of your jobs have a ‘zero hours’ contract?,EmpAct03
qid_cohortdmoversq49,What do you see yourself doing in five years’ time?,AspTime01
qid_cohortdmoversq22,How much do you enjoy your job?,EmpActAtt01
qid_cohortdmoversq16c,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales speaking to each other in a language other than English or Welsh.",DiversAtt15
qid_cohortdmoversq16d,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales, with an accent different from yours, speaking to each other in English.",DiversAtt13
qid_cohortdmoversq16b,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales, with the same accent as you, speaking to each other in English.",DiversAtt12
qid_cohortdmoversq16a,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales speaking to each other in Welsh.",DiversAtt14
qid_cohortdmoversq5,What is the name of your school or college?,schnamestr
qid_cohortdmoversq40a,Do you think it matters who is in charge of the country?,EngSoc02
qid_cohortdmoversq4,Have you taken one of our surveys before?,doneprev
qid_cohortdmoversq29f,How do you feel about the following part of your life? Your school/college overall.,WellSat05
qid_cohortdmoversq40b,Are you a member of any political groups?,EngPol10
qid_cohortdmoversq29e,How do you feel about the following part of your life? Your school/college work.,WellSat06
qid_cohortdmoversq29d,How do you feel about the following part of your life? Your life as a whole.,WellSat04
qid_cohortdmoversq7,Do you go to bed at the same time every school or college night?,RoutnSleep04
qid_cohortdmoversq29a,How do you feel about the following part of your life? The way you look.,WellSat01
qid_cohortdmoversq29c,How do you feel about the following part of your life? Your friends.,WellSat03
qid_cohortdmoversq29b,How do you feel about the following part of your life? Your family.,WellSat02
qid_cohortdmoversq8,Do you get up at the same time every school or college day?,RoutnSleep02
qid_cohortdmoversq40c,Have you signed any petitions?,EngSoc03
