qid,literal_question_text,themes
qid_cohortcyear10q20f,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your life as a whole?",Wellbeing
qid_cohortcyear10q21a,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt miserable or unhappy""",Wellbeing
qid_cohortcyear10q21b,"How much do you agree or disagree with the following statements. ""In the past two weeks I have been having fun""",Wellbeing
qid_cohortcyear10q21c,"How much do you agree or disagree with the following statements. ""In the past two weeks I didn't enjoy anything at all""",Wellbeing
qid_cohortcyear10q21d,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt so tired that I just sat around and did nothing""",Wellbeing
qid_cohortcyear10q21e,"How much do you agree or disagree with the following statements. ""In the past two weeks I was very restless""",Wellbeing
qid_cohortcyear10q21f,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was no good anymore""",Wellbeing
qid_cohortcyear10q21g,"How much do you agree or disagree with the following statements. ""In the past two weeks I cried a lot""",Wellbeing
qid_cohortcyear10q21h,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt happy""",Wellbeing
qid_cohortcyear10q21i,"How much do you agree or disagree with the following statements. ""In the past two weeks I found it hard to think properly or concentrate""",Wellbeing
qid_cohortcyear10q21j,"How much do you agree or disagree with the following statements. ""In the past two weeks I hated myself""",Wellbeing
qid_cohortcyear10q21k,,Wellbeing
qid_cohortcyear10q21l,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was a bad person""",Wellbeing
qid_cohortcyear10q21m,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt lonely""",Wellbeing
qid_cohortcyear10q22a,"Bullying is behaviour that is intended to hurt someone either physically or emotionally. This behaviour is often repeated and can take many forms including physical assault, teasing and threats. How often are you bullied at school?",Wellbeing
qid_cohortcyear10q22b,"Bullying is behaviour that is intended to hurt someone either physically or emotionally. This behaviour is often repeated and can take many forms including physical assault, teasing and threats. How often do you bully other pupils at school?",Wellbeing
qid_cohortcyear10q22c,"Bullying is behaviour that is intended to hurt someone either physically or emotionally. This behaviour is often repeated and can take many forms including physical assault, teasing and threats. How often are you bullied outside of school?",Wellbeing
qid_cohortcyear10q22d,"Bullying is behaviour that is intended to hurt someone either physically or emotionally. This behaviour is often repeated and can take many forms including physical assault, teasing and threats. How often do you bully others outside of school?",Wellbeing
qid_cohortcyear10q23a,How often do you speak Welsh with family outside of school?,"Out of school activities and routines, Politics and Society"
qid_cohortcyear10q23b,How often do you speak welsh with friends outside of school?,"Out of school activities and routines, Politics and Society"
qid_cohortcyear10q23c,How often do you Read Welsh books or magazines outside of school?,"Out of school activities and routines, Politics and Society"
qid_cohortcyear10q23d,How often do you Watch Welsh TV or listen to Welsh radio outside of school?,"Out of school activities and routines, Politics and Society"
qid_cohortcyear10q23e,How often do you Visit Welsh websites outside of school?,"Out of school activities and routines, Politics and Society"
qid_cohortcyear10q24a,How important do you think it is for you to learn Welsh?,"Politics and Society, Confidence and aspirations "
qid_cohortcyear10q24b,How important do you think it is for you to speak Welsh?,"Politics and Society, Confidence and aspirations "
qid_cohortcyear10q24c,How important do you think it is for Welsh to remain a living language?,Politics and Society
qid_cohortcyear10q25a,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales speaking to each other in Welsh",Politics and Society
qid_cohortcyear10q25b,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales, with the same accent as you, speaking to each other in English",Politics and Society
qid_cohortcyear10q25c,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales speaking to each other in a language other than English or Welsh",Politics and Society
qid_cohortcyear10q25d,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales, with an accent different than yours, speaking to each other in English",Politics and Society
qid_cohortcyear10q26,What is the best thing about living in Wales?,Politics and Society
qid_cohortcyear10q27,What is the worst thing about living in Wales?,Politics and Society
qid_cohortcyear10q28,Do you think the voting age in Wales should be lowered to 16?,Politics and Society
qid_cohortcyear10q29,"If an election was held today, and you could vote, what party would you vote for?",Politics and Society
qid_cohortcyear10q30,Do you think you are well-informed of what is going on in the world?,Politics and Society
qid_cohortcyear10q31,Please choose the two most common sources for your information about current events/news.,Politics and Society
qid_cohortcyear10q32,What is one particular issue that you feel strongly about?,Politics and Society
qid_cohortcyear10q33a,"When you are an adult, do you think you will live in Wales?",Confidence and aspirations
qid_cohortcyear10q33b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",Confidence and aspirations
qid_cohortcyear10q33c,"When you are an adult, do you think you will live abroad (i.e. in another country)?",Confidence and aspirations
qid_cohortcyear10q33d,"When you are an adult, do you think you will have a family of your own?",Confidence and aspirations
qid_cohortcyear10q33e,"When you are an adult, do you think you will have graduated from university?",Confidence and aspirations
qid_cohortcyear10q33f,"When you are an adult, do you think you will be financially “well-off”?",Confidence and aspirations
qid_cohortcyear10q33g,"When you are an adult, do you think you will volunteer some of your time to help others?",Confidence and aspirations
qid_cohortcyear10q33h,"When you are an adult, do you think you will speak Welsh?",Confidence and aspirations
qid_cohortcyear10q33i,"When you are an adult, do you think you will have a job that you will enjoy?",Confidence and aspirations
qid_cohortcyear10q34a,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. English,"Confidence and aspirations, School and learning "
qid_cohortcyear10q34b,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Welsh (1st Language),"Confidence and aspirations, School and learning "
qid_cohortcyear10q34c,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Welsh (2nd Language),"Confidence and aspirations, School and learning "
qid_cohortcyear10q34d,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Biology,"Confidence and aspirations, School and learning "
qid_cohortcyear10q34e,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Chemistry,"Confidence and aspirations, School and learning "
qid_cohortcyear10q34f,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Physics,"Confidence and aspirations, School and learning "
qid_cohortcyear10q34g,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Science,"Confidence and aspirations, School and learning "
qid_cohortcyear10q34h,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. Maths,"Confidence and aspirations, School and learning "
qid_cohortcyear10q34i,Please indicate which GCSE subjects you are doing this year and what grade you expect to get in the table below. PE,"Confidence and aspirations, School and learning "
qid_cohortdmoversq1,Please provide your contact details below so that we can contact you with information about this study,Background variables
qid_cohortdmoversq2,Please enter your date of birth in the spaces provided below,Background variables
qid_cohortdmoversq3,Are you male or female?,Background variables
qid_cohortdmoversq4,Have you taken one of our surveys before?,Background variables
qid_cohortdmoversq5,What is the name of your school or college?,Background variables
qid_cohortdmoversq6,"The Welsh Government holds records about all pupils in Wales in the National Pupil Database (NPDB). We would like to link your answers here and those you gave in 2013 and 2014, with this database. The data will be kept secure and anonymous. If you are not happy for us to do this, please tick the box below.",Background variables
qid_cohortdmoversq7,Do you go to bed at the same time every school or college night?,"Out of school activities and routines, Wellbeing  "
qid_cohortdmoversq8,Do you get up at the same time every school or college day?,"Out of school activities and routines, Wellbeing  "
qid_cohortdmoversq9,About what time did you go to bed last night?,"Out of school activities and routines, Wellbeing  "
qid_cohortdmoversq10,About what time did you wake up this morning?,"Out of school activities and routines, Wellbeing  "
qid_cohortdmoversq11,Do you do any of the following in your spare time? (please tick all that apply),Out of school activities and routines
qid_cohortdmoversq12,Are you a member of any of the following organisations? (please tick all that apply),Out of school activities and routines
qid_cohortdmoversq13,Have you lived in Wales all of your life?,"Politics and Society, background variables "
qid_cohortdmoversq14,What is the best thing about living in Wales?,Politics and Society
qid_cohortdmoversq15,What is the worst thing about living in Wales?,Politics and Society
qid_cohortdmoversq16c,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales speaking to each other in a language other than English or Welsh.",Politics and Society
qid_cohortdmoversq16d,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales, with an accent different from yours, speaking to each other in English.",Politics and Society
qid_cohortdmoversq16b,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales, with the same accent as you, speaking to each other in English.",Politics and Society
qid_cohortdmoversq16a,"On a scale of 1 (very comfortable) to 5 (very uncomfortable), how do you feel when you hear: people in Wales speaking to each other in Welsh.",Politics and Society
qid_cohortdmoversq17,"On average, how many hours a week do you do paid work?",Out of school activities and routines 
qid_cohortdmoversq18,Please list the job(s) that you have below:,Out of school activities and routines 
qid_cohortdmoversq19,Do any of your jobs have a ‘zero hours’ contract?,Out of school activities and routines 
qid_cohortdmoversq20,Are any of your jobs temporary?,Out of school activities and routines 
qid_cohortdmoversq21,Do you think you will still be doing the same type of job in five years’ time?,"Out of school activities and routines, Confidence and aspirations "
qid_cohortdmoversq22,How much do you enjoy your job?,Out of school activities and routines 
qid_cohortdmoversq23,"Thinking about your GCSE results, please indicate how pleased or disappointed you were:","Confidence and aspirations, School and learning "
qid_cohortdmoversq24,If you could change anything about your last year of school what would it be?,"Confidence and aspirations, School and learning "
qid_cohortdmoversq25a,Please indicate the most relevant response to this statement: I am resitting or planning to re-sit some of my GCSE courses.,"Confidence and aspirations, School and learning "
qid_cohortdmoversq25b,Please indicate the most relevant response to this statement: I wish I'd worked harder for my GCSEs.,"Confidence and aspirations, School and learning "
qid_cohortdmoversq25c,Please indicate the most relevant response to this statement: I wish I hadn't worked as hard for my GCSEs.,"Confidence and aspirations, School and learning "
qid_cohortdmoversq26,Which courses and qualifications are you doing this year? (please list them here),"Confidence and aspirations, School and learning "
qid_cohortdmoversq27,Which of the phrases below describes how you are getting on at the moment? (tick as many as you like),Confidence and aspirations
qid_cohortdmoversq28,This year I feel I am taking more responsibility for: (tick as many as you like),Confidence and aspirations
qid_cohortdmoversq29e,How do you feel about the following part of your life? Your school/college work.,Confidence and aspirations
qid_cohortdmoversq29f,How do you feel about the following part of your life? Your school/college overall.,Confidence and aspirations
qid_cohortdmoversq29c,How do you feel about the following part of your life? Your friends.,Confidence and aspirations
qid_cohortdmoversq29d,How do you feel about the following part of your life? Your life as a whole.,Confidence and aspirations
qid_cohortdmoversq29b,How do you feel about the following part of your life? Your family.,Confidence and aspirations
qid_cohortdmoversq29a,How do you feel about the following part of your life? The way you look.,Confidence and aspirations
qid_cohortdmoversq30,Please indicate three words from the list below that describe how you are feeling today.,Wellbeing
qid_cohortdmoversq31,Please tell us about one incident in the past year that has made you happy.,Wellbeing
qid_cohortdmoversq32,Please tell us about one incident in the past year that has made you sad.,Wellbeing
qid_cohortdmoversq33,Do you think you are well informed about current affairs?,Politics and Society 
qid_cohortdmoversq34,Which two of the following do you get most of your information about current affairs / the news from?,Politics and Society
qid_cohortdmoversq35,Politics affects my life:,Politics and Society
qid_cohortdmoversq36b,"If yes, please write about it here.",Politics and Society
qid_cohortdmoversq36a,Is there one particular topical issue that you feel strongly about?,Politics and Society
qid_cohortdmoversq37,Please choose the two issues you feel most strongly about from the list below:,Politics and Society
qid_cohortdmoversq38,Do you think the voting age in Wales should be lowered to 16?,Politics and Society
qid_cohortdmoversq39,"If there were a general election tomorrow, and you were allowed to vote, which political party do you think you would vote for?",Politics and Society
qid_cohortdmoversq40a,Do you think it matters who is in charge of the country?,Politics and Society
qid_cohortdmoversq40b,Are you a member of any political groups?,Politics and Society
qid_cohortdmoversq40c,Have you signed any petitions?,Politics and Society
qid_cohortdmoversq41,"If you have recently signed a petition, what was the issue?",Politics and Society
qid_cohortdmoversq42,What is the likelihood you will go to university in the next three years?,Politics and Society
qid_cohortdmoversq43,"If you answered over 0% for the last question, what university would you most like to go to?",Confidence and aspirations
qid_cohortdmoversq44,"If you are not intending to apply for university next year, do you think you will apply for university at some point in the future?",Confidence and aspirations
qid_cohortdmoversq45,What subject would you like to study at university?,Confidence and aspirations
qid_cohortdmoversq46,What job would you like in the future?,Confidence and aspirations
qid_cohortdmoversq47g,When you are older do you think you will: speak Welsh.,Confidence and aspirations
qid_cohortdmoversq47h,When you are older do you think you will: have a job that you will enjoy?,Confidence and aspirations
qid_cohortdmoversq47a,When you are older do you think you will: live in Wales?,Confidence and aspirations
qid_cohortdmoversq47b,When you are older do you think you will: live in the same neighbourhood as you do now?,Confidence and aspirations
qid_cohortdmoversq47c,When you are older do you think you will: live abroad?,Confidence and aspirations
qid_cohortdmoversq47d,When you are older do you think you will: have a family of your own?,Confidence and aspirations
qid_cohortdmoversq47e,"When you are older do you think you will: be financially ""well-off?""",Confidence and aspirations
qid_cohortdmoversq47f,When you are older do you think you will: volunteer some of your time to help others?,Confidence and aspirations
qid_cohortdmoversq48,Do you have a career plan?,Confidence and aspirations
qid_cohortdmoversq49,What do you see yourself doing in five years’ time?,Confidence and aspirations
qid_cohortdmoversq50,What do you see yourself doing in ten years’ time?,Confidence and aspirations
qid_cohortbyear9q1,What is your name?,Background variables
qid_cohortbyear9q2,What is your birthdate?,Background variables
qid_cohortbyear9q3,What is your gender?,Background variables
qid_cohortbyear9q4,What is the name of your school?,Background variables
qid_cohortbyear9q5,Where were you born?,Background variables
qid_cohortbyear9q6,Where was your mother born?,Background variables
qid_cohortbyear9q7,What languages do you speak?,Background variables
qid_cohortbyear9q8,What languages do your parents speak?,Background variables
qid_cohortbyear9q9,Please tell us what you will be doing after Year 11.,Confidence and aspirations
qid_cohortbyear9q10,Where will you be doing your courses after Year 11?,Confidence and aspirations
qid_cohortbyear9q11,"If you are thinking about leaving full-time education, why might you leave at the end of Year 11?",Confidence and aspirations
qid_cohortbyear9q12,Are you thinking about applying for university?,Confidence and aspirations
qid_cohortbyear9q13,"If yes, to which universities might you apply?",Confidence and aspirations
qid_cohortbyear9q14,What subject(s) might you study while at university?,Confidence and aspirations
qid_cohortbyear9q15a,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about school uniforms.""",School and learning
qid_cohortbyear9q15b,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about the school timetable.""",School and learning
qid_cohortbyear9q15c,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about teacher appointments.""",School and learning
qid_cohortbyear9q15d,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about the food served at lunch.""",School and learning
qid_cohortbyear9q15e,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about what I'm learning at school.""",School and learning
qid_cohortbyear9q15f,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about how the teachers teach pupils.""",School and learning
qid_cohortbyear9q16,Which ONE of the following choices below do teachers at your school most value?,School and learning
qid_cohortbyear9q17,How important is school for your chosen career.,Confidence and aspirations
qid_cohortbyear9q18,Have you been on a work experience placement through school?,Confidence and aspirations
qid_cohortbyear9q19,"If you have been on a work experience placement, did you find the experience useful?",Confidence and aspirations
qid_cohortbyear9q20a,"How confident are you when it comes to interviews (e.g. for college, university or jobs)?",Confidence and aspirations
qid_cohortbyear9q20b,"How confident are you when it comes to public speaking (e.g. presentations, etc.)?",Confidence and aspirations
qid_cohortbyear9q20c,"How confident are you when it comes to performing in front of people (e.g. singing, acting, etc.)?",Confidence and aspirations
qid_cohortbyear9q20d,How confident are you when it comes to meeting new people?,Confidence and aspirations
qid_cohortbyear9q20e,"How confident are you when it comes to speaking to authority figures (e.g. head teacher, police, etc.)?",Confidence and aspirations
qid_cohortbyear9q20f,"How confident are you when it comes to being in charge of something (e.g. class project, etc.)",Confidence and aspirations
qid_cohortbyear9q21,"From the options below, which ONE is the MOST important to you in your life at the moment?",Confidence and aspirations
qid_cohortbyear9q22,Do you receive free school meals?,Background variables
qid_cohortbyear9q23,Here is a list of items some young people of your age have. Please tell us whether you have each item on the list. Fill in as many items as needed.,Out of school activities and routines
qid_cohortbyear9q24a,How often do you do the following activity with your family? Go to a museum.,Out of school activities and routines
qid_cohortbyear9q24b,How often do you do the following activity with your family? Go to the cinema.,Out of school activities and routines
qid_cohortbyear9q24c,How often do you do the following activity with your family? Attended a sport event.,Out of school activities and routines
qid_cohortbyear9q24d,How often do you do the following activity with your family? Attended the theatre.,Out of school activities and routines
qid_cohortbyear9q24e,How often do you do the following activity with your family? Have dinner at a pub.,Out of school activities and routines
qid_cohortbyear9q24f,How often do you do the following activity with your family? Go to a park.,Out of school activities and routines
qid_cohortbyear9q24g,How often do you do the following activity with your family? Go to the library.,Out of school activities and routines
qid_cohortbyear9q25,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topic? Local politics, such as your country/city/village.",Politics and Society
qid_cohortbyear9q25c,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topics? The politics of the UK",Politics and Society
qid_cohortbyear9q25d,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topic? World politics.",Politics and Society
qid_cohortbyear9q25b,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topics? The politics of Wales",Politics and Society
qid_cohortbyear9q26,"In 2011, the European Union (EU) listed 10 problems facing the EU. These problems are listed below. Of these choices, which ONE do you think is the most important problem facing the EU today?",Politics and Society
qid_cohortbyear9q27,"Do you know anyone who is serving, or has previously served, in the armed forces?",Politics and Society
qid_cohortbyear9q28a,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people?",Politics and Society 
qid_cohortbyear9q28b,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people Members of the armed forces.",Politics and Society 
qid_cohortbyear9q28c,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people? Police.",Politics and Society 
qid_cohortbyear9q28d,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people?",Politics and Society 
qid_cohortbyear9q28e,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people?",Politics and Society 
qid_cohortbyear9q28f,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people?",Politics and Society 
qid_cohortbyear9q29a,How much do you agree with the following statement? I would work for a charity.,Politics and Society
qid_cohortbyear9q29b,How much do you agree with the following statement? Charities help people I know.,Politics and Society
qid_cohortbyear9q29c,How much do you agree with the following statement? Charities play an important role in our country.,Politics and Society
qid_cohortbyear9q29d,How much do you agree with the following statement? We should not need charities because the government should help people.,Politics and Society
qid_cohortbyear9q29e,How much do you agree with the following statement? Charities should do more to help people in other countries.,Politics and Society
qid_cohortbyear9q29f,"How much do you agree with the following statement? The more money people have, the more they should give some of their money to charity.",Politics and Society
qid_cohortbyear9q29g,How much do you agree with the following statement? Young people should give some of their time to charity.,Politics and Society
qid_cohortbyear9q30,"If you were to donate £10 to a charity, which ONE type of charity would you give it to?",Politics and Society
qid_cohortbyear9q31a,"Have you raised money for charity over the past year, month or week?",Politics and Society
qid_cohortbyear9q31b,"Have you given money to charity in the past year, month or week?",Politics and Society
qid_cohortbyear9q31c,"Have ou given items to charity in the past year, month or week?",Politics and Society
qid_cohortbyear9q31d,"Have you watched a TV programme that raised money for a charity in the past year, month or week?",Politics and Society
qid_cohortbyear9q32,What was the last charity your school supported?,Politics and Society
qid_cohortbyear9q32b,Answer if you don't know the name of the last charity your school supported.,Politics and Society
qid_cohortbyear9q33,Are you involved in any clubs at school?,School and learning
qid_cohortbyear9q33b,"If yes, please list the clubs you are involved with.",School and learning
qid_cohortbyear9q34a,"Please state how much you agree with the following statement. Out of school, I am free to choose what clothes I want to wear.",Out of school activities and routines
qid_cohortbyear9q34b,"Please state how much you agree with the following statement. When I go out, my parents tell me I have to be home at a certain time.",Out of school activities and routines
qid_cohortbyear9q34c,"Please state how much you agree with the following statement. When I have money, I am allowed to spend it however I want.",Out of school activities and routines
qid_cohortbyear9q35,What kind of home do you live in?,Background variables
qid_cohortbyear9q36a,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to use animals in medical research.",Politics and Society
qid_cohortbyear9q36b,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for sport?",Politics and Society
qid_cohortbyear9q36c,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals for their fur?",Politics and Society
qid_cohortbyear9q36d,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for food?",Politics and Society
qid_cohortbyear9q36e,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals to stop the spread of disease?",Politics and Society
qid_cohortbyear9q37a,Do you have pets at home?,"Family, friends and relationships "
qid_cohortbyear9q37b,"If you do have pets, what kind?","Family, friends and relationships "
qid_cohortbyear9q38a,Do you eat meat?,Politics and Society
qid_cohortbyear9q38b,Do you eat fish?,Politics and Society
qid_cohortbyear9q38c,Do either of your parents eat meat?,"Politics and Society, Family, friends and relationships "
qid_cohortbyear9q38d,Do either of your parents eat fish?,"Politics and Society, Family, friends and relationships "
qid_cohortbyear9q39a,Please state how much you agree with the following statement. Eating little or not meat is better for the environment.,Politics and Society 
qid_cohortbyear9q39b,Please state how much you agree with the following statement. Eating little or no meat is healthier.,Politics and Society 
qid_cohortbyear9q39c,Please state how much you agree with the following statement. Eating little or no meat is better for animal welfare.,Politics and Society 
qid_cohortbyear9q40a,Which of the following best describes your religious beliefs?,Politics and Society
qid_cohortbyear9q40b,"If you know anyone who has any of the following religious beliefs, please fill in the appropriate circle below. Fill in as many circles as needed.",Politics and Society
qid_cohortbyear9q41,"Do you attend special events like baptisms, weddings and funerals that are associated with a religion?",Politics and Society
qid_cohortbyear9q42,"Apart from special events like baptisms, weddings and funerals, how often do you attend services or meetings associated with a religion?",Politics and Society
qid_cohortcyear11q1,What is your name?,Background variables
qid_cohortcyear11q2,What is your birthdate?,Background variables
qid_cohortcyear11q3,What is your gender?,Background variables
qid_cohortcyear11q4,What is the name of your school?,Background variables
qid_cohortcyear11q5,Where were you born?,Background variables
qid_cohortcyear11q6,Where was your mother born?,Background variables
qid_cohortcyear11q7,What languages do you speak?,Background variables
qid_cohortcyear11q7b,"If you speak languages other than English and Welsh, what are they?",Background variables
qid_cohortcyear11q8,What languages do your parents speak?,"Background variables, Family, friends and relationships"
qid_cohortcyear11q8b,"If your parents speak languages other than English and Welsh, what are they?","Background variables, Family, friends and relationships"
qid_cohortcyear11q9,Please indicate what you will be doing after Year 11.,Confidence and aspirations
qid_cohortcyear11q10,"If you are staying on in education, or doing an apprenticeship, where will you be doing your course after Year 11?",Confidence and aspirations
qid_cohortcyear11q11,"If you are thinking about leaving full-time education, why might you leave at the end of Year 11?",Confidence and aspirations
qid_cohortcyear11q12,Are you thinking about applying for university?,Confidence and aspirations
qid_cohortcyear11q13,"If yes, to which universities might you apply?",Confidence and aspirations
qid_cohortcyear11q14,What subject(s) might you study while at university?,Confidence and aspirations
qid_cohortcyear11q15a,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about school uniforms.""",School and learning
qid_cohortcyear11q15b,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about the school timetable.""",School and learning
qid_cohortcyear11q15c,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about teacher appointments.""",School and learning
qid_cohortcyear11q15d,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about the food served at lunch.""",School and learning
qid_cohortcyear11q15e,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about what I'm learning at school.""",School and learning
qid_cohortcyear11q15f,"Please state how much you agree with the following statement. “I want to have more say in decisions at school about how the teachers teach pupils.""",School and learning
qid_cohortcyear11q16,Which ONE of the following choices below do teachers at your school most value?,School and learning
qid_cohortcyear11q17,How important is school for your chosen career?,School and learning
qid_cohortcyear11q18,Have you been on a work experience placement through school?,School and learning
qid_cohortcyear11q19,"If you have been on a work experience placement, did you find the experience useful?",School and learning
qid_cohortcyear11q20a,"How confident are you when it comes to interviews (e.g. for college, university or jobs)?",Confidence and aspirations
qid_cohortcyear11q20b,"How confident are you when it comes to public speaking (e.g. presentations, etc.)?",Confidence and aspirations
qid_cohortcyear11q20c,"How confident are you when it comes to performing in front of people (e.g. singing, acting, etc.)?",Confidence and aspirations
qid_cohortcyear11q20d,How confident are you when it comes to meeting new people?,Confidence and aspirations
qid_cohortcyear11q20e,"How confident are you when it comes to speaking to authority figures (e.g. head teacher, police, etc.)?",Confidence and aspirations
qid_cohortcyear11q20f,"How confident are you when it comes to being in charge of something (e.g. class project, etc.)?",Confidence and aspirations
qid_cohortcyear11q21,"From the options below, which ONE is the MOST important to you in your life at the moment?",Confidence and aspirations
qid_cohortcyear11q22,Do you receive free school meals?,Background variables
qid_cohortcyear11q23,Here is a list of items some young people of your age have. Please tell us whether you have each item on the list. Fill in as many items as needed.,Out of school activities and routines
qid_cohortcyear11q24a,How often do you go to a museum with your family?,Out of school activities and routines
qid_cohortcyear11q24b,How often do you go to the cinema with your family?,Out of school activities and routines
qid_cohortcyear11q24c,How often do you attend a sport event with your family?,Out of school activities and routines
qid_cohortcyear11q24d,How often do you attend the theatre with your family?,Out of school activities and routines
qid_cohortcyear11q24e,How often do you have dinner at a pub with your family?,Out of school activities and routines
qid_cohortcyear11q24f,How often do you go to a park with your family?,Out of school activities and routines
qid_cohortcyear11q24g,How often do you go to the library with your family?,Out of school activities and routines
qid_cohortcyear11q25a,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in local politics, such as your county/city/village?",Politics and Society
qid_cohortcyear11q25b,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the politics of Wales?",Politics and Society
qid_cohortcyear11q25c,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the politics of the UK?",Politics and Society
qid_cohortcyear11q25d,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in world politics?",Politics and Society
qid_cohortcyear11q26,"In 2011, the European Union (EU) listed 10 problems facing the EU. These problems are listed below. Of these choices, which ONE do you think is the most important problem facing the EU today?",Politics and Society
qid_cohortcyear11q27,"Do you know anyone who is serving, or has previously served, in the armed forces?",Politics and Society
qid_cohortcyear11q28a,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to doctors.",Politics and Society
qid_cohortcyear11q28b,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to members of the armed forces?",Politics and Society
qid_cohortcyear11q28c,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the police?",Politics and Society
qid_cohortcyear11q28d,"On a scale of 1-5, with 1 being ""not at all"", and 5 being ""a lot"", how much do you look up to teachers?",Politics and Society
qid_cohortcyear11q28e,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to politicians?",Politics and Society
qid_cohortcyear11q28f,"On a scale of 1-5, with 1 being ""not at all"", and 5 being ""a lot"", how much do you look up to nurses?",Politics and Society
qid_cohortcyear11q29a,How much do you agree with the following statement? I would work for a charity.,Politics and Society
qid_cohortcyear11q29b,How much do you agree with the following statement? Charities help people I know.,Politics and Society
qid_cohortcyear11q29c,How much do you agree with the following statement? Charities play an important role in our country.,Politics and Society
qid_cohortcyear11q29d,How much do you agree with the following statement? We should not need charities because the government should help people.,Politics and Society
qid_cohortcyear11q29e,How much do you agree with the following statement? Charities should do more to help people in other countries.,Politics and Society
